,Customer Name,Date,Ratings,Review Title,Reviews
143,Mukesh bhatt,25 October 2020,5.0 out of 5 stars,Size is good n easy to clean.,Good looks.Easy to use.Easy to clean.Good size also.
144,Atul Patni,25 July 2020,4.0 out of 5 stars,Nice product,It is a nice purchase with easy to use functionality and value for money..A better recipe manual would have been great
145,Rohit M.,23 August 2020,4.0 out of 5 stars,Very good at this price point,The product is very versatile and doesn't require much oil. Very good at the price point but the plastic is a bit delicate and needs to be handled carefully.
146,Noel peter,1 April 2021,5.0 out of 5 stars,Life changing product,"Amazing product...must buy, if you are looking for healthy life-style change.superb design and comfortable to handle."
147,Priti sinha,13 September 2020,5.0 out of 5 stars,Very nice,Nice product 16L is perfect size
148,GURKIRAT SINGH PURI,29 March 2021,5.0 out of 5 stars,Value for Money,"Excellent product. Easy to use, easy to clean and provides original flavours"
149,Kamalpreet Singh,22 October 2020,5.0 out of 5 stars,Good service,Very very good variety
150,Atul Batra,16 April 2021,5.0 out of 5 stars,Fantastic product,Amazon: Great deliveryProduct: Does what exactly is described for- oil free frying. Tried for 2 days- looks good
151,Sumit Dubey,29 August 2020,4.0 out of 5 stars,A good purchase.,A good item. A must for people who want to try quick and easy recipe. Taste is also good. Price is also good.
152,Reema,28 October 2020,1.0 out of 5 stars,No warranty card no recipe book received,Didn't receive warranty card nor recipe book. Only received the air fryer. Seller should take care of all this before packing
153,ashutosh sharma,24 October 2020,5.0 out of 5 stars,Perfect replacement of deep/shallow frying,Lot's of space inside for cooking. Easy to use. Makes crispy food.
154,Satish Nayar,10 November 2020,5.0 out of 5 stars,Easy to handle & use,I used the product for preparing snacks.  The snacks got prepared without any mess or hassle & they were oil free.
155,Ankit Gupta,13 April 2021,5.0 out of 5 stars,Good prices clean product,Product was received with ease without any complications.Brand new product.
156,Amazon Customer,24 March 2021,4.0 out of 5 stars,Check one  in which temperature can be more than 200 degree Celsius,"I used this one for making french fries.it came out well, but was less moist compared to pan fried fries."
157,Sijimon Mathew,27 October 2020,5.0 out of 5 stars,Superb.................,It's finishing is very cute and it's a beautiful oven
158,saurabh,12 August 2020,5.0 out of 5 stars,Value for money,Easy to use. Look excellent
159,Shamu Meitei,13 February 2021,5.0 out of 5 stars,About this oven,"I used it for baking cake, bread and even making pizza and is doing perfectly. I like it"
160,mukesh chaudhary,14 February 2021,5.0 out of 5 stars,Loving it.,It is good product with reasonable price . It is best in market at this price.
161,PINTU PAJAI,2 July 2020,5.0 out of 5 stars,Excellent product.,Very useful and makes delicious chicken without oil. Temperature settings are good. Space is adequate and does the job perfectly.
162,saman,10 June 2020,1.0 out of 5 stars,Refund,Very poor performance and temperature issues were found hence returning the same
163,Sankar,3 February 2021,2.0 out of 5 stars,Ok,"Air fried chicken  tast not good and get smell of heater , quantity  also less the Description"
164,Kyrshanskhem Lyngdoh Marshilong,26 October 2020,5.0 out of 5 stars,Loved it!!,"Easy to use, my first cake came out perfect"
165,Amit Bakshi,15 September 2020,5.0 out of 5 stars,"Excellent, Go for it","Very good product, modern look, durable build quality and easy to clean."
166,Poonam Chaudhary,7 February 2021,5.0 out of 5 stars,Must for a healthy lifestyle,Great product to lead a healthier lifestyle. The product is easy to use and clean although I hoped it to be much more compact.
167,Siri,1 June 2020,1.0 out of 5 stars,Please change the product it's not working,It's not working please change the product I want another product we want tomorrow please change otherwise I take serious decision k
168,Amazon Customer,5 January 2021,5.0 out of 5 stars,Must buy if you want to cut oil,This is a must have product if you want to cut on oil. Very easy to use and clean. Taste of food after air frying is very good
169,Amazon Customer,15 April 2021,1.0 out of 5 stars,Waste,Dont waste your money by buying this
170,Aakash,29 October 2020,1.0 out of 5 stars,Bekaar. Its design is defective.,Useless toy. Very small.
171,Bharvi K Shandilya,5 July 2020,5.0 out of 5 stars,Oven toaster griller,Value for money
172,Amazon Customer,6 March 2021,3.0 out of 5 stars,Missing part,The separator grill is missing
173,Very nice,24 August 2020,1.0 out of 5 stars,No,No
174,Amit Singh,22 January 2021,5.0 out of 5 stars,Cast effective with best quality,"Good product as per my need., Excellent 👌"
175,jagtar singh,10 January 2021,5.0 out of 5 stars,Good product,"Delivered product in good condition.... Easy to operate.... Used for two days now with different stuff , working perfectly"
176,ranjan kumar,18 June 2020,5.0 out of 5 stars,Warranty issue,"Warranty card is neither fillup nor stamped,,, Cash memo also not provided..This is essential for warranty claims..."
177,Dronger,16 January 2021,5.0 out of 5 stars,As per image and brand proofe its quality,Nice
178,Simang Nunisa,19 December 2020,4.0 out of 5 stars,Oven Otg, Good producteasy to useThe product is finePacking also good 😃
179,sumit bhutani,26 September 2020,1.0 out of 5 stars,Think before buying this priduct,Waste of.money product.No taste in cooking in this...just show piece only at ur house
180,Harjinder,9 March 2021,5.0 out of 5 stars,Cook food while busy,Easy to use save time and energy. best for gym diet
181,Abhishek,7 August 2020,4.0 out of 5 stars,Inalsa Air Fryer- Excellent product!!!,Excellent product and Easy to use. First thing we made was potato fries. My 9 year old read the instructions and managed to make them on his own
182,Aamir Wani,24 January 2021,5.0 out of 5 stars,Great Product,A great product. Totally worth the price. Very easy to use - now I can enjoy oil free tasty food.
183,Srikanth reddy,29 September 2020,2.0 out of 5 stars,Nyg,Not a good producktDont buy if you want to bake an thing
184,Ruchika Kumar,19 July 2019,5.0 out of 5 stars,Very useful product,Very useful product. No frying but yet the taste is same. Crispy food.. Loved this product..
185,tanishk g.,16 July 2019,5.0 out of 5 stars,Good,"Very nice productLike it very much, food tastes great as if it’s really fried but without any oil. Easy to use and a must have for every household."
186,Sajeev,1 August 2020,5.0 out of 5 stars,It s awesomee,It's really amazing. I buyed my inalsa oven on the last month.I baked cake pizza sandwich and so on.worth of 💰 and I am really happy
187,Sk,2 November 2019,1.0 out of 5 stars,Not working product recieved too much fraud on amazon,Product is faulty and not working properly i am struggling with company and amazon to get it fix
188,Saurabh,9 April 2021,5.0 out of 5 stars,A must buy,Amazing product...absolutely value for money.. I am happy with the purchase.
189,Ankit,18 August 2020,1.0 out of 5 stars,Horrible experience,Never suggest anyone for this Air fryer food taste very bad and quality of this product also bad waste of money.
190,Kapil Sharma,10 August 2020,2.0 out of 5 stars,Faulty product,"it was broken , the handle was lose with no screw and it was opening without any manual efforts. It was free.."
191,Nitin,1 November 2020,4.0 out of 5 stars,Vfm and easy to use,Lovely. Vfm. Easy to use.Does the job perfectly.Recommended surely
192,Puneet,20 October 2020,5.0 out of 5 stars,Excellent and easy to use product,Very good and easy to use product. Rather an excellent product at this price. Nice cooked food without oil..
193,sahil,20 February 2021,5.0 out of 5 stars,Awsm product,Very nice product.....Please go for inalsa air fryer as compared to another brand.....
194,Anchal Garg,3 September 2020,2.0 out of 5 stars,Not good,It's of no use as it takes a lot of time to prepare the product. Electricity consumption is too high.
195,Khusi,4 September 2020,5.0 out of 5 stars,good product ..value for money,grt working product..easy to use ..perfect for baking ..roasting...toasting...perfect heating..cooks food in mins
196,Nimit Manglick,11 August 2020,3.0 out of 5 stars,Eject button was not working,"Nice product, now you can have your favorite mouth watering foods without any guilt.Very fast and convenient to use."
197,manisha,1 April 2021,4.0 out of 5 stars,Good product to purchase,This is easy to use and very good product to buy though cost wise a little expensive but it is OK.
198,kiran,27 March 2021,5.0 out of 5 stars,Used very little oil and fat,"Baked ,iced doughnuts. Batch of four doughnuts we're done in four minutes time. Excellent product."
199,Roko Kire Angami,30 October 2019,5.0 out of 5 stars,AWESOME,"I'M SO HAPPY WITH IT. GOT IT IN 2600 ( GREAT INDIA FESTIVAL) . DON'T LOOK FOR OTHER OTG, IF YOU ARE SEARCHING FOR LOW PRICE. GO FOR THIS.THANK YOU AMAZON AND INALSA"
200,Binu Varkey,30 October 2020,5.0 out of 5 stars,Best To Put in Use,A need for every home to improve health and reduce unwanted calories
201,AVira,26 March 2021,4.0 out of 5 stars,Good product,"After long use, its a good And stable product for every house hold."
202,dorababu,20 March 2021,3.0 out of 5 stars,Ok,Ok
203,prakash,12 January 2021,4.0 out of 5 stars,Happy !,Happy !!!
204,Vaibhav,3 November 2020,5.0 out of 5 stars,Awesome product,"Good quality product at reasonable price , the size is big and works well."
205,Makhhan Lal Talwar Singh,26 July 2020,1.0 out of 5 stars,Poor quality,"Button sticking,  not working properly,  dissatisfied"
206,Bolshi Shah,14 February 2021,5.0 out of 5 stars,Must buy,Awesome productMust buy for every household
207,DALVINDER S.,14 March 2021,5.0 out of 5 stars,Simply superb,Easy to use
208,Amazon Customer,1 November 2019,2.0 out of 5 stars,Poor paint quality,"The paint quality is very bad, it's started peeling off oyn three months, that to when it's very sparingly used. Needs definite improvement."
209,Utkarsh Gupta,24 May 2020,1.0 out of 5 stars,Improper heat quality,Food takes too much time to cook because of improper heat.Duo to autocut food doesn't get regular and continuous heat.
210,Rakesh Chand,25 October 2020,5.0 out of 5 stars,Superb product,"Good, rigid, economical and superb product. And its necessary home essential."
211,Varsha garg,24 October 2020,5.0 out of 5 stars,Amazing purchase,This product is super amazing and easy to use also besides cooking without oil it doesn't compromise in flavor
212,prabhakar singh,25 July 2019,1.0 out of 5 stars,Don't purchase anyone,Very bed experience I will sugges to go for other brand  this Brand heating problem front pannel not fit properly sensor issue Incloser issue totally wastage of money
213,Amazon Customer,12 November 2019,1.0 out of 5 stars,Worst product and customer service.,"Worst product.  From the day one it's not getting heated.  Made twice customer complaint,  till no action from them I wasted my money on this product."
214,Amazon Customer,9 August 2020,5.0 out of 5 stars,Great product,Have used for few months now. Great product and value for money.
215,NBBC,3 April 2021,5.0 out of 5 stars,Perfect,Awesome Product.
216,rajkumar sahu,3 December 2020,1.0 out of 5 stars,Not received full accessories kindly send or replace the item,We did not get 4 nos skewer rod and also not received wave wire grill rack and
217,Ramachandran Arimbathody,27 October 2020,4.0 out of 5 stars,Thumbs up couldn't ask for more at this price !,"Well, surely a buy primarily for those who is looking up to minimise the usage of oil related stuff"
218,ASHOK Bhatnagar,22 February 2020,1.0 out of 5 stars,Not able  to return this broken  piece,"Broken piece,  we were out of station  when we opened the package n checked, handle  is broken. Now the return window  was so short what to do."
219,Goutam Roy,22 May 2019,5.0 out of 5 stars,Inalsa is the best choice.,It's function is very effective.really it is value for money.
220,Sahil sisodia,6 February 2021,5.0 out of 5 stars,Loved the product,Loved the product! Super quick delivery and product is in a VERY good condition. Easy to use.
221,Hardik Bajaj,30 March 2021,5.0 out of 5 stars,INALSA Air Fryer,It is good for making oil free dishes and best for people who follow a strict diet..
222,mandeep,4 September 2020,5.0 out of 5 stars,original product,very good
223,Vaibhav Jain,26 October 2020,5.0 out of 5 stars,It is a very good and convenient device..,The Air fryer provides an easy and healthy way of preparing our favourite dishes..I loved it..
224,Emy S.,31 October 2020,1.0 out of 5 stars,Oven,Too small it's not useful for a house
225,Akshat  Omar,9 August 2020,4.0 out of 5 stars,Great 👌,Good product but it gets heated I mean u can't touch it by top or side tho good product
226,Alok Sikka,28 February 2021,3.0 out of 5 stars,Not that great so so product,"It takes time to cook in comparison to my old air fryer,"
227,Heeer Achpal,22 July 2020,1.0 out of 5 stars,Not worth buying,It's not worth buying this brand
228,Siddharth,25 August 2020,1.0 out of 5 stars,Seems risky,Smoke started coming once I turned it on which made me scared.The size of product is very small
229,Amazon Customer,4 March 2020,5.0 out of 5 stars,Good to buy this,Nice
230,Rajendra G Ladhe,25 March 2021,3.0 out of 5 stars,Good till now.,Today we recieved the fryer. Its getting switched on & displaying digital display.
231,Perpetina d.,30 October 2019,2.0 out of 5 stars,Inalsa oven,Dinner plate does not go in  outer  body becomes too hot  takes long time to become hot
232,Kirat,28 January 2021,5.0 out of 5 stars,Best product at this price,Nice product!Quite affordable!Prepare healthy food with less or no oil!
233,Mandar Chavan,27 October 2020,5.0 out of 5 stars,Usefull,Very good product very usefull
234,Dikshant,5 April 2021,4.0 out of 5 stars,Inalsa airfryer is a good buy,Overall a good product with temperature control and manual timer.
235,kiran sunny,13 June 2020,2.0 out of 5 stars,Unsatisfied product,The product item shown in the videos are not available and I'm very much unsatisfied with this product
236,Pandey ji,11 March 2020,3.0 out of 5 stars,Product is small,The product is too small is the big piece of product  plealse tell me i want bit electric tandoor plz help to satisfy me
237,Mohammed Ahmed,19 September 2020,5.0 out of 5 stars,Good,Good
238,Ira,17 March 2021,5.0 out of 5 stars,Amazing,It’s worth to buy. Happy to buy this product
239,Meghna,12 August 2020,5.0 out of 5 stars,Good product,Very nice product. Value for money.
240,Manish,7 August 2020,5.0 out of 5 stars,Very efficient product,Am very satisfied with the product. Easy to use and handle even by kids. Use it almost daily.
241,Bhupinder ,7 September 2020,3.0 out of 5 stars,Average product depends on pocket.,Screw out of body.Small dent on body.Average quality.
242,Sankalp Mathur,22 September 2020,4.0 out of 5 stars,Fit and finish not upto the mark,"Overall a good product. However, fit and finish of the mating parts needs improvement."
243,Nageswararaoboddupalli,15 January 2021,1.0 out of 5 stars,Bad,It is very bad quality  I lost my money. It's  not working  offter one month .
244,sania,4 April 2021,5.0 out of 5 stars,Very nice product,"Less use of oil,fast cooking and easy to operate.Overall nice product."
245,Mohamed Ilyas,10 August 2020,5.0 out of 5 stars,Good,Like the product..worth of money
246,Poulomi Banerjee,3 December 2020,4.0 out of 5 stars,healthy option,i recommend this one . very nice to do grilled  and frying 👍
247,Shiny ,26 June 2020,1.0 out of 5 stars,Don't waste money on this waste item,Waste of money it's taking so long to get heat I suggest you to don't buy waste Product .m also returning it back
248,mausam,31 March 2019,5.0 out of 5 stars,Useful product,I jst loved it
249,Sunil sharma,13 September 2020,1.0 out of 5 stars,Product is out of order. Advice..,Item has got some problem n it's out of order since last week. Advice how to return it for repairing.
250,T,21 July 2020,5.0 out of 5 stars,No issues yet,"So far so good, has not given any problem it's been more than a week"
251,Rajesh Saxena,2 December 2020,4.0 out of 5 stars,Good,Good deel
252,Shivam Agrawal,11 August 2020,1.0 out of 5 stars,Product recieved is damaged .,"The product received is damaged , the top of the OTG has dent . Clearly not up to mark ."
253,Asif Shaikh,19 March 2021,2.0 out of 5 stars,Not working anymore,"Stopped working, we hardly add it for 10-15 times in last 8 months."
254,Vinod,8 April 2021,5.0 out of 5 stars,Reliable brand,A good product with ample frying space. Noise level is moderate too
255,karan p.,9 October 2019,4.0 out of 5 stars,Branded company..!,The product company is good and counted as one of the  branded company with respect to electronic appliances.
256,Venkat Chella,16 April 2021,4.0 out of 5 stars,Excellent Product,It's looking very nice product and easy to use. MORE good factor is safety.
257,Harsh Gupta,7 October 2020,5.0 out of 5 stars,Best air fryer,Perfect air fryer.Its a good.one and i really like it.
258,tapan m.,12 October 2020,5.0 out of 5 stars,Inalsa oven easy to use.,It is a easy to use and very durable and easy to clean.
259,Amazon Customer,13 October 2019,4.0 out of 5 stars,Missing things,I have not received crumb tray in it as written. invoice is also not provided. If any problem occurs before guarantee period then I should have it
260,Roopinder Mehta,5 October 2020,1.0 out of 5 stars,Not up to the mark,Not baking cake facing lots of problem...
261,rohin,5 August 2019,5.0 out of 5 stars,Good Product,Very good product...Loved the way it cooks...Would recommend it is some is looking for such product.
262,rajat r.,24 August 2020,5.0 out of 5 stars,Value for money,Best for small family
263,Rakesh,16 November 2020,5.0 out of 5 stars,Quality status,This product is good quality
264,Msing,18 December 2019,5.0 out of 5 stars,Value for money,Full paisa basil product
265,Dhakshayini A,22 August 2020,4.0 out of 5 stars,Happy 😊,It's really awesome 🤩 I appreciate!and highly recommend others to guy..
266,Vijay Puri,20 October 2019,5.0 out of 5 stars,Good product,"Excellent Fryer, very excited, easy to use, receipe book should have more items"
267,Harinder Singh,27 July 2019,4.0 out of 5 stars,Ok,"Had turned faulty within 10 days but got it repaired from inalsa, amazon should have intervened.."
268,Dr Sunil,21 February 2021,1.0 out of 5 stars,No food basket,This model of Inalsa doesn’t have food basket whereas all other models do have.
269,Certified User,23 January 2021,4.0 out of 5 stars,Nice product,It is a good product with good price. It do its job. Exceeded my expectations.
270,Rohit J,3 September 2020,5.0 out of 5 stars,Superb Performance,"Like - freedom from eating deep fried stuff, easy to use, handy & well guided instruction manual."
271,sonu garg,2 March 2019,5.0 out of 5 stars,Value for money,Nice product
272,Anuj,18 August 2020,1.0 out of 5 stars,Catches fire,It caught fire the first time I switched it on. Thankfully I got a refund.
273,Ajeet,24 July 2019,1.0 out of 5 stars,poor quality product,it gets broken very frequently.i have used it thrice only till date since buying it on 25th june.twice i had to take help of service engineer.ajeet
274,Sudha Kothary,26 November 2019,3.0 out of 5 stars,Good but very light weight,Very light weight with the result it is difficult to open & close without the entire oven shaking especially when hot.
275,Amazon Customer,9 November 2020,1.0 out of 5 stars,Not useful,Handle is broken and product takes long to fry or cook things.
276,Fathima,10 August 2020,1.0 out of 5 stars,Please don't,"Not safe for use,  some weird smell. Shivering etc...  return requested but no reply from amazon..."
277,Amazon Customer,24 October 2020,4.0 out of 5 stars,Stay healthy with Inalsa Air fryer,Using Air fryer first time. Very useful product from Inalsa for healthy cooking.
278,Jaishree,5 December 2020,5.0 out of 5 stars,Awesome product,Awesome product.can have guilt free dishes....easy to use.
279,Shakila,9 November 2020,3.0 out of 5 stars,No grill rotation,Its good....but u don't have full chicken grill rotater or grill rods
280,Amit puri,2 February 2020,5.0 out of 5 stars,Must buy!!,"It’s absolutely amazing to use this product, excellent condition, satisfying food with unbeatable taste, must buy this!!"
281,AKSHAT,23 March 2021,3.0 out of 5 stars,Nice product,Good
282,Aditya kapur,17 October 2020,4.0 out of 5 stars,Great quality,Good product. Value for money. Spacious product.
283,Seema madan,28 October 2020,5.0 out of 5 stars,"If you’re looking for a good product at a suitable price, go for it","Amazing easy to use air fryer, happy with service and quality"
284,Kirti Yagnik,6 September 2020,1.0 out of 5 stars,Not working,The product is not heating up at all. It appears defective and is not working at all
285,Amazon Customer,15 April 2021,5.0 out of 5 stars,Very nice,Easy to use and clean. Best brand I’ve used
286,Abhinav Gupta,30 March 2021,5.0 out of 5 stars,The product is a good value for money,It is having a good design.
287,Jitendrapuri,30 November 2020,4.0 out of 5 stars,Value,It take time to heat up
288,tarun,17 February 2020,4.0 out of 5 stars,Nice product.,"It is value for money, have been cooking frozen goods in this and they all come out great."
289,Sweta,4 March 2021,5.0 out of 5 stars,Best purchase,It’s just amazing product
290,gurpreet singh,28 January 2021,5.0 out of 5 stars,most important to know that how to use it properly.,we like your air fryer very much and we use mostly for french fries.
291,Ankur,19 September 2019,5.0 out of 5 stars,Its osum,"Easy to use, a very good product to use without the use of oil...100 prcnt recommended to everyone"
292,Sudhansu K.,2 November 2020,1.0 out of 5 stars,Not good product,It is very small size.not work properly.very bad experience
293,ankit jhamb,3 November 2020,5.0 out of 5 stars,Healthy lifestyle,Very easy to use and efficient to cook your food with less quantity of oil.
294,shiva kumar,12 September 2020,1.0 out of 5 stars,Damaged product,Received damaged one twice.. such a irresponsible response.. no value for customer
295,ashish sharma,26 August 2019,5.0 out of 5 stars,Best air fryer,Value for money... have used Phillips air fryer also... there is no difference apart from pricing...
296,Anmol Gupta,7 March 2021,5.0 out of 5 stars,Good enough for 2 people,Good quantity for 2-3 people. Easy to use
297,Amazon Customer,27 October 2020,5.0 out of 5 stars,Value for money.,"Nice product, value for money. Easy to use."
298,Anonymous Customer,13 July 2019,5.0 out of 5 stars,Nice product,Nice product. It is convenient to use and great product.
299,Dhruwat Bhagat,10 August 2020,1.0 out of 5 stars,Do not buy,Worst product to buy. Defective product received twice and pathetic customer service.
300,Stanley,13 February 2021,5.0 out of 5 stars,Just got the product!,"Just got the product,looks good."
301,Neetesh Sharma,7 August 2020,5.0 out of 5 stars,Money well spent,Best productBest in its classBest quality productBest price
302,Ajeet R.,15 April 2021,5.0 out of 5 stars,Nice product worth buying,Very good product value product easy to use nice
303,mohit,21 October 2019,5.0 out of 5 stars,"Very good ,value for money",Very Good product value for money. timely deliveryAnd demo done
304,Anurodh dixit,17 August 2020,5.0 out of 5 stars,Good product,Good and easy to use
305,Sachin Chawla,9 April 2021,5.0 out of 5 stars,Happy with the purchase...,"Great product, worth the price."
306,Prof. R.,6 March 2020,4.0 out of 5 stars,Good buy,Good
307,sukhvinder singh,31 July 2020,5.0 out of 5 stars,Very nice,Easy to use
308,Amazon Customer,9 August 2019,1.0 out of 5 stars,No guarantee card no invoice no recipe book,No guantee card no recipe book
309,Anshul Kumar,2 February 2020,5.0 out of 5 stars,A great buy!,A great product and a great buy. Already used it to make kebabs and potato patties. Came out nice and crispy.
310,Rasik,15 September 2019,5.0 out of 5 stars,Absolutely great!!!,Almost all air fryers are same. This has been an awesome one at such a price. Very easy to use and made excellent chiken for me.
311,Dishant Tirath,1 January 2021,4.0 out of 5 stars,Good product,Looks great. Easy to use and clean. Nice add-on of recipe book.
312,DALJEET SINGH,31 October 2020,5.0 out of 5 stars,Value for Money,Nice product with Great Quality. Also you can't beat the price.
313,Mouli Mehrotra,20 July 2020,5.0 out of 5 stars,Convenient,It's very convenient reasonable and easy to use.A must buy product seriously.
314,Ashu,15 August 2020,5.0 out of 5 stars,Air fryer,"Very easy and handy,keeps original flavour"
315,d kiran kumar,9 March 2021,5.0 out of 5 stars,Very nice product.,Nice product and good loking. Quality is good
316,Dhani Shani,4 January 2021,2.0 out of 5 stars,Not not good,Not not good
317,lokesh b.,1 February 2021,4.0 out of 5 stars,Nice product,Nice product ......saves your time and best for diet foods...
318,Aruna P.,16 November 2020,4.0 out of 5 stars,To know how to use proper way to get tasty food is important in,Likely Easy to use ..Unlike bcoz not get any user manual for
319,Eduru sampoorna,14 December 2020,5.0 out of 5 stars,Super product,Excellent
320,Sowjanya,7 November 2020,5.0 out of 5 stars,Very nice,Very use and very tasty and its cooking very fast
321,Amazon Customer,3 August 2020,1.0 out of 5 stars,Don't buy seriously,It literally stopped working in a month. What is this garbage product
322,Amazon Customer,6 November 2020,5.0 out of 5 stars,Its affordable..,The product is good...i can make crispy n juicy chicken.
323,Ramona,12 January 2021,5.0 out of 5 stars,👍 great,Awesome  product loved it .Delivery was quick
324,ASHISH,2 February 2020,5.0 out of 5 stars,Best in rate and quality,Best in class in quality and rate.food cooked is best
325,Anshul,27 January 2021,5.0 out of 5 stars,Awasom machine,Very nice product
326,Four Keys Creative Development P L,3 August 2020,4.0 out of 5 stars,Great Product,Super easy to use. Great product for anyone looking for an Air fryer
327,Naganand,10 September 2020,1.0 out of 5 stars,Chinese product,Poor Chinese product
328,Vivek dhar,5 April 2021,4.0 out of 5 stars,Worth buying for healthy you.,Awesome product
329,Ashok Sardana,10 August 2020,2.0 out of 5 stars,Drip tray is missing please provide.,Drip tray is missing in the package. Please provide.Thank you
330,Bishan Singh Chettri,24 November 2020,5.0 out of 5 stars,Nothing,Good
331,Sandeep,8 November 2020,3.0 out of 5 stars,Missing warranty card,I have not received warranty card with this.
332,Amazon Customer,7 April 2021,5.0 out of 5 stars,Excellent service by Inalsa,"Easy to use, value for money"
333,Prateeksha ghosh,14 December 2020,5.0 out of 5 stars,Fabulous,Did meet up to my expections......loved it ✌️✌️
334,Amazon Customer,1 October 2020,1.0 out of 5 stars,"Accessories, User Manual and Warranty card not delivered",Accessories and Instruction manual not delievered
335,navdeep singh,4 March 2021,5.0 out of 5 stars,Great product,Cooked fast with very minimal oil
336,Vikas,10 November 2020,4.0 out of 5 stars,Nice Product,Nice Product. Easy to use and clean
337,ankit tandon,30 September 2019,4.0 out of 5 stars,Good choice,Not used much. Just a test drive done..overall satisfied.
338,Teshhaa Gupta,31 May 2020,4.0 out of 5 stars,Good for bignner,Nice product
339,Sardar Ji,31 August 2019,1.0 out of 5 stars,Defected piece.,Item delivered is not in working condition. I have checked  late  after 10 days. Otherwise returned.
340,Shefali Chopra,17 October 2019,3.0 out of 5 stars,Ok,Price is less  but features r also less.Kindly compare twice with other options and then buy
341,Keshav bhartia,3 March 2020,5.0 out of 5 stars,Five star,Must buy product for kitchen
342,MULLA KHADER BASHA,18 October 2019,1.0 out of 5 stars,Waste of money don't bought nonlocal,Not worked Bad qualityWaste of money I don't like
343,Anil Rashima,4 October 2020,4.0 out of 5 stars,Over all good product,Heating takes little long
344,Rachna,9 December 2020,1.0 out of 5 stars,poor,poor quality
345,Suman Shukla,7 October 2019,5.0 out of 5 stars,Inalsa Air Fryer Light,Excellent product for oil free food preparation. We used it and enjoyedSuman Shukla 7987180714
346,Meggi,5 April 2021,1.0 out of 5 stars,Horrible,Damaged product
347,Indraneel Paul,21 February 2021,5.0 out of 5 stars,Easy to use and great product,Easy to use and clean. Great product.
348,Rudhar,13 November 2020,5.0 out of 5 stars,Helpful,It is sooooooo goood . complete value of money
349,manish,22 August 2020,4.0 out of 5 stars,Good,Size is small but as price it ok
350,Heena,24 October 2019,4.0 out of 5 stars,Inalsa otg review,"This otg is value for money, however there is no difference in grill and toast"
351,Sumit,31 August 2020,1.0 out of 5 stars,Bad product,Very bad product. Takes too much time to heat
352,Jagdish,1 November 2020,2.0 out of 5 stars,Ok product,It's ok product not mocha
353,Arc14,2 February 2021,5.0 out of 5 stars,Great product a must buy,A good buyEasy toh use
354,Amazon Customer,16 April 2019,5.0 out of 5 stars,Good Product !!  Value for money,Received in a decent packing and product is good value for money. Easy to use and cook items without oil.
355,yogesh,21 March 2019,1.0 out of 5 stars,.,Take too much time to fry. Even performance is not good. Not recommended for a family above two.
356,zuhaib,2 September 2020,5.0 out of 5 stars,Reviewing Inalsa Air Fryer,The product seems solid and long lasting
357,denny,9 March 2021,3.0 out of 5 stars,Good,The smell persists.
358,Rakesh Sharma,16 March 2021,5.0 out of 5 stars,Best Product,Easy to use
359,manisha,26 July 2020,1.0 out of 5 stars,Horrible product..doest work..Inalsa stuck,Upper and lower rod together is not heating up...
360,Sushant ,3 November 2020,5.0 out of 5 stars,Nice product,Nice product in reasonable price
361,Astha Sibbu,2 November 2020,5.0 out of 5 stars,V nice,Best for gifting purpose
362,Ravi Pandey,15 February 2020,5.0 out of 5 stars,Value for money,Excellent buy
363,shashank tyagi,7 April 2021,5.0 out of 5 stars,Best in line,Perfect
364,sumit Kumar,30 October 2020,4.0 out of 5 stars,Crum tray is missing.,Crum tray is missing in the box.
365,patel Ashok J,13 March 2020,1.0 out of 5 stars,Do not buy,Useless item .After one time replacement its not working
366,Amazon Customer,31 October 2020,4.0 out of 5 stars,Helpful,Helpful and easy to use
367,Preeti sawlani,29 October 2020,4.0 out of 5 stars,Good,Good and easy to use!!
368,Kazi Amid Bari,2 October 2019,1.0 out of 5 stars,Damaged food basket after 1st use,"Bad experience, Food basket teflon coating got removed after the 1st use."
369,Faizal shaikh,28 September 2020,4.0 out of 5 stars,Worth for the value,Nice for 2 people.
370,aditya,5 February 2021,5.0 out of 5 stars,nice,very good product
371,DK,6 November 2020,5.0 out of 5 stars,Excellent product,Excellent product
372,Rima mukherjee,29 August 2019,5.0 out of 5 stars,Nice value for money,Oilfree food..love it
373,Amazon Customer,13 November 2020,5.0 out of 5 stars,Best product,Awesome product
374,Sanjeev kumar jain,4 January 2021,5.0 out of 5 stars,How to operate.,Easy to operate.
375,Abhay,16 August 2020,4.0 out of 5 stars,Value of money,Awesome OTG
376,Narendra Agrawal,11 June 2020,5.0 out of 5 stars,Good product,"It's a very helpful product, when on diet😊"
377,Namrata,6 February 2021,4.0 out of 5 stars,Value for money,Value for money
378,Princess,26 October 2019,2.0 out of 5 stars,Its looking nice but i got defective product 😔,I got defective product that is why i am not satisfied with this
379,Bright MV,26 February 2021,5.0 out of 5 stars,Super product,Very nice 👍
380,Nilesh khebade,12 July 2020,5.0 out of 5 stars,Easy to use easy to cook,Very nice air fryer ever made.
381,omar,23 February 2020,5.0 out of 5 stars,Awesome,This product is awsome! Easy to use and value for money!
382,Vijay Bhasin,27 January 2021,5.0 out of 5 stars,nice product,Gud product
383,Deepa  harisinghani,18 February 2021,5.0 out of 5 stars,Nice,Nice product
384,Anil Kumar Verma,26 August 2020,1.0 out of 5 stars,Horrible product,Did not work properly even once
