,Customer Name,Date,Ratings,Review Title,Reviews
385,Amazon Customer,13 February 2020,5.0 out of 5 stars,Value for money,Easy touse
386,Aishwary,29 September 2020,1.0 out of 5 stars,Comes with dent,There was a big dent on it
387,Megh Rai,29 October 2020,4.0 out of 5 stars,Baking bread,Nice and easy to use .
388,Rashmi sharma,11 November 2020,4.0 out of 5 stars,Good buy!.,True to description.
389,vaibhav k ,20 August 2020,4.0 out of 5 stars,"Simple Dial , Easy to Use , Good Capacity",Would Recommend
390,Sunil Bure,25 July 2020,3.0 out of 5 stars,Excellent Product,Good product at low price.
391,Sachin Arora,28 January 2021,5.0 out of 5 stars,Excellent Product,Smart product
392,Ayush,9 July 2020,5.0 out of 5 stars,Worth a buy,Good product
393,Amazon Customer,12 November 2019,2.0 out of 5 stars,Not bad,Very light weight but model is good
394,Chhaya ,27 August 2019,1.0 out of 5 stars,Bad product,Defective product delever
395,Smriti,26 June 2019,1.0 out of 5 stars,Replace my product,The product is not working  icame to know today because engineer come today for demo
396,gurkaran Singh,25 June 2020,5.0 out of 5 stars,Perfect,Amazing fryer. Perfect at this price.
397,somya chauhan,7 October 2020,4.0 out of 5 stars,Good product,Good product
398,Amazon customer ,11 February 2021,5.0 out of 5 stars,Looks good,Looks good
399,Shankar store,14 August 2020,5.0 out of 5 stars,thumbs up,working nicely
400,r k p,18 August 2019,1.0 out of 5 stars,China Maal,After one use stop working. Really Chinese brand.
401,Fahad Shaikh,26 November 2020,1.0 out of 5 stars,Nothing,Pathetic
402,Sujatha,25 August 2020,5.0 out of 5 stars,So nice I enjoyed,Good product
403,Deepali  Sharma,21 December 2020,4.0 out of 5 stars,Very good,Nice product
404,U Mohammad,6 December 2020,5.0 out of 5 stars,Excellent,Supper
405,RAHUL GULATI,4 September 2020,5.0 out of 5 stars,Inalsa Air Fryer,Very good product.
406,Heena,1 November 2020,4.0 out of 5 stars,Easy to use,Very nice product.
407,vaasanthi,17 August 2020,4.0 out of 5 stars,Gud,Value for money good product
408,Divansh Koul,31 August 2020,5.0 out of 5 stars,Worth it,Best product for the range
409,Aditya Labroo,25 November 2019,5.0 out of 5 stars,Very good product!,"Reasonably priced, easy to use!"
410,Amir khan,25 August 2020,5.0 out of 5 stars,Halpfull,Nice product thanks amozon
411,Priya N.,1 August 2020,5.0 out of 5 stars,Must by,Nice product must buy
412,vijay kumar,6 December 2020,4.0 out of 5 stars,Good product,Good product
413,Shivang J.,4 December 2020,4.0 out of 5 stars,Good product,Good product
414,Amazon Customer,5 June 2020,1.0 out of 5 stars,Wrost,Electric Rod was working very wrost!
415,Anjali vora,18 November 2020,5.0 out of 5 stars,Easy too use,I just love it
416,rajesh dhall,27 June 2020,5.0 out of 5 stars,Good product,Good product. Easy to use
417,Choti,25 July 2020,1.0 out of 5 stars,Money waste,This is waste product
418,APOORVA AGARWAL,6 December 2020,5.0 out of 5 stars,Worthy product,Easy to use
419,Sourbh,26 September 2020,4.0 out of 5 stars,Value for Money...,Good Product
420,Ankita sinha,19 May 2020,5.0 out of 5 stars,Excellent product value for money,Excellent product
421,upasna,12 November 2019,1.0 out of 5 stars,Not good,Not a good product
422,Amazon Customer,10 November 2019,5.0 out of 5 stars,Kitchen friendly product,Easy to useKitchen friendly
423,vivek dabral,12 November 2019,5.0 out of 5 stars,BEST BUY,"easy to use product and value for money product,"
424,venugopalarao m.,17 October 2020,3.0 out of 5 stars,Good,Easy to use
425,SHOBHANA ,17 August 2020,1.0 out of 5 stars,Insala otg damaged,Product was damaged
426,Vishnu,29 November 2020,1.0 out of 5 stars,Waste,Waste
427,Achyut Singh,9 January 2021,5.0 out of 5 stars,Value for money,Nice
428,Saminder Kaur,4 October 2020,5.0 out of 5 stars,"Good product, easy to use",Good
429,Amazon Customer,21 August 2020,1.0 out of 5 stars,did not heat up,this did not work
430,Tanu,5 October 2019,5.0 out of 5 stars,Fantastic product!!!!,Awesome!!!
431,santosh kumar,4 April 2019,3.0 out of 5 stars,Nice product,Good product and easy use this
432,Akhil Bari,8 October 2019,1.0 out of 5 stars,Packing very bad,Packing
433,Jeedimalla Padma,25 September 2019,5.0 out of 5 stars,So nice product.,Nice .
434,Gopal ji,4 October 2019,5.0 out of 5 stars,Very well,Good
435,Switi ,7 June 2019,5.0 out of 5 stars,.,Easy to use
436,bhushan g.,5 March 2019,4.0 out of 5 stars,Ok,Ok
437,AJAY,24 December 2020,5.0 out of 5 stars,Amazing product by Inalsa,"We loved having this one in our kitchen, it looks so stylish. The look is classy. Coming to the functions, it has just everything needed for baking grilling roasting, including a convention fan and a chamber light as well. The accessories are just perfect. Best at this price!!"
438,AJAY,14 January 2021,5.0 out of 5 stars,Buy this one!!!,"Best appliance ever!! I use this product on average once a day, maybe more. And it cooks so efficiently. Be it chicken, fries, roast and all without the grease. It doesn't take too long to warm up various items either. The food comes out great. Gotta try it."
439,Tulsiram jagannath bhisikar,4 March 2021,5.0 out of 5 stars,Eat healthy live healthy,"HEALTHY EATING by cooking with 85% less oil for fat-free delicious meals. Same flavor and crispy finish without the added calories! Simply add food to the drawer pan, add a tbsp of oil if desired, set temp/time, and start cooking!FAST PREPARATION 360° air circulation technology and with 1400W of power this air fryer ensures that every inch of the meal is well heated thus crisped by rapid supper-heated air. Just put ingredients into the fryer basket, push a couple of buttons and wait for the meals to get prepared.PERFECTLY CRISPED results every time. This electric multi cooker system cooks food brown and crispy on the outside and keeps moisture inside without the excessive use of oil that has too much fat. Prepares great tasting crispy skins and perfect for making potato friesADJUSTABLE TIME/TEMP gives you the ultimate in cooking control and versatility allowing you to fry, bake, grill and roast all in one! A high-power convection fan envelopes food in temperatures from 40 to 200 degrees and a 30-minute timer automatically shuts off the air fryer at the end of the cooking cycle.ENOUGH FOR EVERYONE, the perfect appliance for picky eaters, large families, entertaining, or those with busy schedules With 4L make an abundance of appetizers, desserts, chicken wings, french fries, or even baked goods, and all within minutes of setting the timer - it couldn’t be easier !!"
440,Divya D.,8 March 2021,5.0 out of 5 stars,Overall good product.. compact.. aesthetically nice and does its work,"I recently bought this air fryer and so far for the initial month, the performance is very good. I tried seekh kabab, fries and smileys.. they were made as good as fried ones.. I liked the product.. the size of the product is also pretty small"
441,Hemangi ,21 August 2020,1.0 out of 5 stars,Big upsetting not worth it,Terrible pls don't ever order they have no value for people money and client satisfaction I received the product in damage condition no hand gloves the handle and tray in the machine completely dent I had cancel and asked for my refund
442,SUBHASH PATIL,6 March 2021,5.0 out of 5 stars,Awesome product,"Superb product as compare to any other Brand. Easy to use, nice performance. 101% satisfaction product. Got quick delivery, thanks to Amazon"
443,Amazon Customer,26 January 2019,4.0 out of 5 stars,User friendly,The product is user friendly and very easy to operate. The design and color of product is very impressive. Makes healthy and delicious food.
444,Mahender Singh Negi,8 March 2021,5.0 out of 5 stars,Awesome,"Awesome air fryer , good for airfrying good for roasting food for grilling and baking, I have used this nutri fryer about 18  or 20 times and till now"
445,chhavi,28 May 2019,5.0 out of 5 stars,Excellent product,Made paneer tikkas in inalsa air fryer and they turned out to be awesome. Absolutely loved the product. Highly recommend buying it. Plus inalsa offers home service of the product which is a huge benefit.
446,Manas Rajput,28 January 2021,5.0 out of 5 stars,Good product!,A good product. Super easy to use and cleanOne suggestion is to increase the temperature limit to atlest 300 c
447,Amit,27 October 2020,1.0 out of 5 stars,inalsa master chef 10 BK,Very small...not work properly...over heating...bad product ...not excepting ..inalsa service very poor...customer care not support..not answered properly ...very disappointed for this
448,Amazon Customer,20 March 2019,1.0 out of 5 stars,worst air fryer,got damaged within 1st use...cheap quality and plastic is also not good...give a burnt smell on cooking...go for havells or philips...this is aan honest review...plz dont waste your money people!
449,Amazon Customer,20 June 2019,1.0 out of 5 stars,Defective products are being sold by amazon.,1st time got defective product which was slightly damaged as default.Got it replaced after a month to which again got a more faulty piece.Now i dont have any option on what to do as i am not having replacemeny option now.
450,Bhavani,17 April 2021,1.0 out of 5 stars,Received a used product,"I received this product in a packed box from amazon. Once i opened it, i can see food pieces and oil geese in it. I disappointed with amazon and the product,"
451,Mehar D.,1 October 2020,1.0 out of 5 stars,Worst product,V disappointed with this..its work only 2-3 times then its is  not working.I  called customer care number also..no response...give best service to ur customer
452,Mukund Murthy,7 January 2021,5.0 out of 5 stars,Seems good.,Just tried it on receipt of the fryer and it seems good. The potato wedges turned out quite well. To try more frying
453,Amazon Customer,27 April 2020,5.0 out of 5 stars,Nice product,"Very nice productLike it very much, food tastes great as if it’s really fried but without any oil. Easy to use and a must have for every household."
454,Sarthak Bhutani,29 June 2020,5.0 out of 5 stars,Thanks to Inalsa Appliances,"A very good product, got it delivered yesterday and then only I used the product with some french fries and tandoori chicken for the dinner. Had a wonderful experience using the product."
455,Amazon Customer,2 November 2020,4.0 out of 5 stars,Product review,Great product with good capacity. Very happy with the quality as well as the capacity of the product.Would definitely recommend the product.
456,nikunj bansal,5 March 2021,5.0 out of 5 stars,Impressed with Inalsa nutri fry,"Very elegant product with competitive price range , cooking is perfect , one should go to buy this product , very impressed with Inalsa nutri fry"
457,Bhawana kapoor,28 October 2020,5.0 out of 5 stars,Inalsa air fry, Really liked the product.. its easy to clean. Loved it... my 1st experince is realy nice and awsome exp. So.
458,Shivam,28 January 2021,4.0 out of 5 stars,Spacious and healthy!,Easy to use and user friendly. Satisfied! Spacious and efficient for daily usage in life. Healthy and tasty food in just few minutes.
459,Naveen,27 April 2020,5.0 out of 5 stars,Inalsa 16BK OTG,This OTG is very useful to make many different -different delicious dishes at your home
460,Naveen,10 March 2021,5.0 out of 5 stars,Good product 👌,Very good product value for moneyEasy to use good quality best services for inalsa service is to good Thanks for inalsa
461,Ritwik,30 September 2020,5.0 out of 5 stars,Wonderful utility,"Very easy to use product with multiple utilities like potato wedges, french fries and cheese balls. Easy to clean as well."
462,Sid,22 September 2020,5.0 out of 5 stars,Excellent Product,Very easy to use and friendly. Definitely recommended and one should go for it.Thank you for this good product.
463,kamala,7 November 2020,4.0 out of 5 stars,Good one!,"It's good and and easy to use and small one..First I got a damaged product and second time its came well..I got it for 2,450 but it 2,022.."
464,Amazon Customer,25 March 2021,5.0 out of 5 stars,Best quality,"Very easy to use and clean, best in terms of quality, and competitive pricing as compared to others. Great functions."
465,sreedhar karanam,9 February 2020,5.0 out of 5 stars,Good,Value for money
466,Parmar Geetaben,29 October 2019,5.0 out of 5 stars,Value for money.and easy to use.,"Easy to use.Value for money,and I make all items.fry chicken.cack.bread.cookies.all but one problem I have not light inside.and just need of griller..but very nice.and simple and easy use."
467,Kritika,19 October 2020,5.0 out of 5 stars,Good product,Pride of our kitchenGood product !!! 😊Easy to makeEasy to cleanProduct is very user-friendly !!! 👍
468,kulwant,10 July 2020,5.0 out of 5 stars,A Must Have!,A pretty good product. Fries with minimal oil.
469,Navinkumar V.,8 October 2020,4.0 out of 5 stars,"Superb, amazing product",I like very much. it will help to  prepare healthy food in place of deep fry and save the  monthly vegetable oil consumption.
470,saurabh Garg,27 April 2020,5.0 out of 5 stars,Good,Good product
471,Rajesh jain,10 November 2019,3.0 out of 5 stars,Not returned,I'm sorry not refund inlasa oven
472,Pyarima,27 August 2020,5.0 out of 5 stars,Super 😋😄,Super 😋😋😄
473,Lavish s.,14 February 2020,5.0 out of 5 stars,Awesome product👍,Very nice air fryer easy to use I really love this. Must buy product 🔥😍
474,Kanchan,29 April 2020,4.0 out of 5 stars,Awesome product,Very compact and useful product a this range.
475,Rahul,27 April 2020,5.0 out of 5 stars,Good Quality,Value for Money and Good Product
476,sanjay bhatia,23 February 2021,5.0 out of 5 stars,Great priduct,Nothing
477,deepika Sharma,27 April 2020,4.0 out of 5 stars,Nice product,Nice product
478,Shamim raza ,4 March 2020,5.0 out of 5 stars,Good,Good
479,Nitesh Raj,8 September 2019,4.0 out of 5 stars,Nice purchase,Nice purchase at this price. Satisfied 👌
480,Bhagaban Ch Haloi,19 September 2020,5.0 out of 5 stars,I like this but very much,This is very easy to use and I make something and their this is very good
481,S.K.Ahluwalia,6 February 2021,5.0 out of 5 stars,Good and useful product,Very solid and useful product. Easy to use and clean.
482,Naresh Haseja,5 August 2020,3.0 out of 5 stars,Low quality,Very low quality product plus the lock got damaged in 2 days itself. Better to pay a few bucks extra and buy Philips that we used for 8 years without any issues
483,rajiv a.,28 October 2019,5.0 out of 5 stars,"Nice product,value of money","Nice product, best value of money, this product make my diwali happy ."
484,Shaiba Amit Pattanaik,22 October 2019,5.0 out of 5 stars,Awesome product,Nice product in such a low cost  good for baking and grilling . Packaging was also good
485,Sidharth Narad,29 July 2020,5.0 out of 5 stars,Very easy to use and good product,Its very easy to setup and use this product.
486,Sudhir Bhatia,30 July 2020,3.0 out of 5 stars,GOOD PRODUCT BUT BAD SERVICE,"THE PRODUCT WORKED WELL FOR ME FOR A FEW MONTHS AND THEN JUST DIED, I HAVE WARRANTY AND NEED REPLACEMENT PLEASE CALL ME ON 9833154503 OR 9820031460"
487,Souvik Raha,23 August 2020,5.0 out of 5 stars,Inalsa Rocks !!!!,Used it twice till now. Easy to use and clean. Food also is cooked properly and very tasty. Go for it !!!
488,Rinku Patel,31 July 2020,5.0 out of 5 stars,Product is as described...,Product is as described & price worthy.
489,Manish Jhunjhunwala,3 September 2020,5.0 out of 5 stars,Inalsa air fryer great,Good product at a very reasonable price
490,hemant Patil ,29 June 2020,3.0 out of 5 stars,Working fine,"Working fine,"
491,jithin raj,28 January 2021,5.0 out of 5 stars,Easy to use and value for money,Excellent quality and easy to use. Value for money
492,Durgesh R. Haritay,9 January 2021,5.0 out of 5 stars,Value for money product,It is very easy to use and a very good product.
493,Anoop,28 January 2021,1.0 out of 5 stars,Poor service,Poor quality .no one even comes to pick return
494,Amazon Customer,16 July 2020,4.0 out of 5 stars,I would rate it as a Good air fryer,"I had used air fryer for cooking french fries and Paneer Tikka. Both were excellent and my familiy liked it,"
495,Ramsurat H Tiwari,2 November 2020,5.0 out of 5 stars,"My relative is already using similar product. When compared both, Inalsa is Better Fryer.",User friendly. Easy to operate.
496,Rishabh Sagar,30 December 2020,5.0 out of 5 stars,Amazing air fryer,"It is an awesome fryer , must buy"
497,Karthik Joshi,25 February 2020,5.0 out of 5 stars,Great product,Great Product
498,Nirvana.. ,12 August 2019,4.0 out of 5 stars,Best of All,Good Value for. Money
499,avay,26 October 2019,5.0 out of 5 stars,best in low price,"awesome otg,easy to use"
500,RD,12 August 2020,3.0 out of 5 stars,Delivered with an open box,The product came with an open inalsa box. No amazon packing added over it. Though the product is working fine.Seller should improve its packing
501,Arun kumar,14 August 2020,5.0 out of 5 stars,Nice and handy,Easy to use and good performance
502,BRIJENDRA SINGH,18 December 2019,5.0 out of 5 stars,OTG,Nice product
503,S AWASTHI,5 January 2021,5.0 out of 5 stars,Small oven for cooking small quantities,Small oven for cooking small quantities
504,Irfan Haider,12 March 2019,4.0 out of 5 stars,Value for money!,Very easy to use and convenient. Happy with the product.
505,Jagrit Mehta,4 April 2021,5.0 out of 5 stars,Go for it,Best in this price range
506,Amit,12 October 2019,3.0 out of 5 stars,May have,Easy fr frozen foods
507,Hari Chauhan ,18 October 2020,5.0 out of 5 stars,Super,Good quality
508,Sankeerth Reddy,4 September 2020,1.0 out of 5 stars,Stopped working in a month,Stopped working only after a month. Very bad product. Please don't buy.
509,RH,28 March 2019,4.0 out of 5 stars,Happy  eating,Good product
510,atul Rajpal,21 October 2020,3.0 out of 5 stars,Easy to use,Good product
511,Ankita Sharma,14 December 2019,5.0 out of 5 stars,Nice,Very good.
512,RG,18 January 2021,5.0 out of 5 stars,Crispier performance with larger 4.0L Pan capacity,"We received this air fryer with pan capacity of 4.0L with oil separator, Touch control is the best part of this air fryer.Preset menus are really helpful in this product.Finish of air fryer is much better than what Amazon is showing on it page.Over all best experience till now in this product range with lower price.I love to share the performance images but unable to upload on right moment.Best product we must say...Go for it. :-)"
513,Somnath Sarkar,11 April 2021,4.0 out of 5 stars,"Initial review, Nice product at par with a premium range","Before I begin I would like to say that this order was made on my address by my friend from Mumbai who is a prime member, as I was not getting deliveries on time at my address from amazon.We received this product just a day before yesterday. I received the product in very good packing, but again late inspite of that being ordered from prime by my friend as mentioned earlier, which is getting very common nowadays with amazon in my area hence1star less, one good thing is that we got a call from inalsa yesterday for demo and installation (didn't expected that though)Before I begin with my initial review (final one we will do after some use) I would like to say that this is our FIRST OTG.Though prior to this we have been using only microwaves where we found that in a MW including a convection variant don't gives the desired results for any baked or grilled item, niether it has that space. Hence a MW is good for reheating and de-thawing in our case.Pros:1) I am already using an iron, and a mixer for 6 years, from brand inalsa, and moreover liked the looks of this product right away, its premium.2) Double tempered insulated glass door, an added advantage over any other premium brands, (they too don't have it) as it not only keeps the heat inside(saves your electricity bills) but it saves you from accidental heat burns also, from outside.3) It truly has a convection fan (few other brands like agaro a thousand rupees less in this range of 30L claims to have convection, but no fan as such. Might be having a smoke fan.. So dropped that option).4) looks big enough than the few other 30L variants that I have seen at my friends place, and can host a barbecue party with at least 7 to 8 friends.5) 1500 Watts an added advantage again.6) Special limited time deal price along with certain discount on a card made it really competitive.7) We believe in quality product (amazon basics products are also good, with competitive features, but still I cancelled their OTG variant for delay in the delivery) and hence though being a beginner we took this... Trust me at this price range what ever diction I have gone through in various write ups and forums prior to buying our FIRST OTG, this seems that it may be equally good for the professionals as well.These are the outstanding features which are added to this product at this price range and can even beat the premium ones, rest I'm not mentioning as they are common ones and are available with any other premium brands as well.Cons:a) No recipe booklet and hence finding it tough as a beginner.b) was expecting one more tray, a magic cloth, a gloves included.... Well again that's just my personal opinion, rest it's a good bargain. I'm happy with what I have got.c) Sick with amazon delivery for past 3 weeks which has happened for the first time in say last 8 years I'm associated with amazon. This has not been sorted out yet though I have given them multiple calls for the same.I might add a few more pros or cons once I start using the product regularly after the demo... But yes I would like to share I more thing... I find that in last few days the reviews has increased in leaps and bounds, I guess, it was say only 11 odd when I ordered it and now its in more than hundreds... Which itself proves that the sales have risen...and hence its not only me, many might have equally liked the product."
514,Xzar,9 February 2021,4.0 out of 5 stars,"Only one flaw, but very big one...","Got it after reading lot of reviews, Earlier got the IBELL 45 liter, but that was really strange, as the trays did not fit in the slots and the baking dish was dented and so returned that one.This one is great on paper, made cheese cake and cookies. Looks great, and sturdy. BUT , BUT BUT a warning to those who need only Lower rod. IT has upper and lower, but if you want a single rod then it has only upper, ok for broiling or tikkas, but may not work out for some types of cake. We have got it for essentially making cookies. and pizzas, so we are upset, but don't know if this will be a fatal flaw. This is the only oven i have seen that does not have lower only settings. If someone has an idea of how to do some jugaad and solve this problem, we are open to ideas. Thanks in aticipation."
515,RG,4 February 2021,5.0 out of 5 stars,Perfect for Bake recipe lovers,"Double glass and its premium looks are awesome, it will enhance your kitchen outlook.Cooking ability is perfect for Cakes, Pizza, Muffins, Roasted Vegetable and Paneer Tikka and perfect size for full chicken as well.Love this product, Must buy product for any Kitchen!"
516,Ravikumar,5 June 2020,1.0 out of 5 stars,Bad customer services,We expected good service but I salsa is very bad customer s service in India they side 2 years but  gurrenty but no response to buyers in India Amazon will take action to insala products r give money back to costumers Amazon of India
517,Jagdeep Singh Khalsa,5 November 2020,5.0 out of 5 stars,"Excellent product, Excellent delivery",Total money worthy product. Easy to use  light weighted.👌👍👍must try it. Packing was very good. Delivered timely. . . .
518,Maunabrata Behera,24 January 2021,5.0 out of 5 stars,Excellent product,This fryer is worthy and its best for The family. The superb performance product. Pricing is very good as far as design.
519,Regular Customer ,5 May 2019,5.0 out of 5 stars,It’s available on Flipkart for 3998,It’s available on Flipkart for 3998 it’s a good product I have it. Also it doesn’t get over heated and gives good food without fail
